index,Cylinders,Engine Aspiration,Drivetrain,Transmission,Horsepower,Torque,Highway Fuel Economy
2535,V12,Twin-Turbo,RWD,automatic,690 hp @ 6500 rpm,555 ft-lbs. @ 5000 rpm,22 mpg
2536,V12,Twin-Turbo,RWD,automatic,690 hp @ 6500 rpm,555 ft-lbs. @ 5000 rpm,22 mpg
2537,I4,Turbocharged,FWD,automatic,201 hp @ 4800 rpm,221 ft-lbs. @ 4100 rpm,38 mpg
2538,I4,Turbocharged,AWD,automatic,201 hp @ 5000 rpm,221 ft-lbs. @ 4000 rpm,35 mpg
2539,I4,Turbocharged,FWD,automatic,201 hp @ 4800 rpm,221 ft-lbs. @ 4100 rpm,38 mpg
2540,I4,Turbocharged,AWD,automatic,201 hp @ 5000 rpm,221 ft-lbs. @ 4000 rpm,35 mpg
2541,I4,Turbocharged,AWD,automatic,201 hp @ 0 rpm,236 ft-lbs. @ 0 rpm,33 mpg
2542,I4,Turbocharged,AWD,automatic,201 hp @ 0 rpm,236 ft-lbs. @ 0 rpm,33 mpg
2543,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,32 mpg
2544,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,32 mpg
2545,I4,Turbocharged,AWD,automatic,201 hp @ 0 rpm,236 ft-lbs. @ 0 rpm,33 mpg
2546,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,32 mpg
2547,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,30 mpg
2548,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,30 mpg
2549,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,30 mpg
2550,I4,Turbocharged,AWD,automatic,201 hp @ 0 rpm,236 ft-lbs. @ 0 rpm,33 mpg
2551,I4,Turbocharged,AWD,automatic,201 hp @ 0 rpm,236 ft-lbs. @ 0 rpm,33 mpg
2552,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,31 mpg
2553,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,31 mpg
2554,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,32 mpg
2555,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,31 mpg
2556,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,31 mpg
2557,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,32 mpg
2558,I4,Turbocharged,AWD,automatic,201 hp @ 0 rpm,236 ft-lbs. @ 0 rpm,33 mpg
2559,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,31 mpg
2560,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,31 mpg
2561,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,32 mpg
2562,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,31 mpg
2563,V6,Turbocharged,AWD,automatic,335 hp @ 0 rpm,369 ft-lbs. @ 0 rpm,30 mpg
2564,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,31 mpg
2565,V6,Turbocharged,AWD,automatic,335 hp @ 0 rpm,369 ft-lbs. @ 0 rpm,30 mpg
2566,V6,Turbocharged,AWD,automatic,335 hp @ 0 rpm,369 ft-lbs. @ 0 rpm,30 mpg
2567,V6,Turbocharged,AWD,automatic,335 hp @ 6100 rpm,369 ft-lbs. @ 1400 rpm,30 mpg
2568,V6,Turbocharged,AWD,automatic,335 hp @ 6100 rpm,369 ft-lbs. @ 1400 rpm,30 mpg
2569,V6,Turbocharged,AWD,automatic,335 hp @ 0 rpm,369 ft-lbs. @ 0 rpm,30 mpg
2570,V6,Turbocharged,AWD,automatic,335 hp @ 0 rpm,369 ft-lbs. @ 0 rpm,30 mpg
2571,V6,Turbocharged,AWD,automatic,335 hp @ 0 rpm,369 ft-lbs. @ 0 rpm,30 mpg
2572,V6,Turbocharged,AWD,automatic,335 hp @ 5000 rpm,369 ft-lbs. @ 1370 rpm,28 mpg
2573,I4,Turbocharged,AWD,automatic,184 hp @ 4800 rpm,221 ft-lbs. @ 3500 rpm,29 mpg
2574,I4,Turbocharged,AWD,automatic,184 hp @ 4800 rpm,221 ft-lbs. @ 3500 rpm,29 mpg
2575,I4,Turbocharged,AWD,automatic,228 hp @ 6000 rpm,251 ft-lbs. @ 4500 rpm,28 mpg
2576,I4,Turbocharged,AWD,automatic,228 hp @ 6000 rpm,251 ft-lbs. @ 4500 rpm,28 mpg
2577,,Electric Motor,AWD,automatic,295 hp @ 0 rpm,339 ft-lbs. @ 0 rpm,89 mpg
2578,,Electric Motor,AWD,automatic,295 hp @ 0 rpm,339 ft-lbs. @ 0 rpm,89 mpg
2579,,Electric Motor,AWD,automatic,295 hp @ 0 rpm,339 ft-lbs. @ 0 rpm,89 mpg
2580,,Electric Motor,RWD,automatic,201 hp @ 0 rpm,229 ft-lbs. @ 0 rpm,94 mpg
2581,,Electric Motor,AWD,automatic,295 hp @ 0 rpm,339 ft-lbs. @ 0 rpm,87 mpg
2582,,Electric Motor,RWD,automatic,201 hp @ 0 rpm,229 ft-lbs. @ 0 rpm,94 mpg
2583,,Electric Motor,AWD,automatic,295 hp @ 0 rpm,339 ft-lbs. @ 0 rpm,87 mpg
2584,,Electric Motor,AWD,automatic,295 hp @ 0 rpm,339 ft-lbs. @ 0 rpm,87 mpg
2585,I4,Turbocharged,AWD,automatic,201 hp @ 0 rpm,236 ft-lbs. @ 0 rpm,29 mpg
2586,I4,Turbocharged,AWD,automatic,201 hp @ 0 rpm,236 ft-lbs. @ 0 rpm,29 mpg
2587,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,29 mpg
2588,I4,Turbocharged,AWD,automatic,362 hp @ 0 rpm,369 ft-lbs. @ 0 rpm,27 mpg
2589,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,29 mpg
2590,I4,Turbocharged,AWD,automatic,362 hp @ 0 rpm,369 ft-lbs. @ 0 rpm,27 mpg
2591,I4,Turbocharged,AWD,automatic,201 hp @ 0 rpm,236 ft-lbs. @ 0 rpm,29 mpg
2592,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,29 mpg
2593,I4,Turbocharged,AWD,automatic,362 hp @ 0 rpm,369 ft-lbs. @ 0 rpm,27 mpg
2594,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,29 mpg
2595,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,29 mpg
2596,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,29 mpg
2597,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,25 mpg
2598,V6,Turbocharged,AWD,automatic,335 hp @ 5000 rpm,369 ft-lbs. @ 1370 rpm,22 mpg
2599,I4,Turbocharged,AWD,automatic,261 hp @ 0 rpm,273 ft-lbs. @ 0 rpm,25 mpg
3200,V6,Turbocharged,AWD,automatic,335 hp @ 5000 rpm,369 ft-lbs. @ 1370 rpm,22 mpg
3201,V6,Turbocharged,AWD,automatic,335 hp @ 5000 rpm,369 ft-lbs. @ 1370 rpm,22 mpg
3202,V6,Turbocharged,AWD,automatic,335 hp @ 5000 rpm,369 ft-lbs. @ 1370 rpm,23 mpg
3203,V6,Turbocharged,AWD,automatic,335 hp @ 5000 rpm,369 ft-lbs. @ 1370 rpm,23 mpg
3204,V6,Turbocharged,AWD,automatic,335 hp @ 5000 rpm,369 ft-lbs. @ 1370 rpm,23 mpg
3205,V10,Naturally Aspirated,RWD,automatic,602 hp @ 8700 rpm,413 ft-lbs. @ 6700 rpm,21 mpg
3206,V10,Naturally Aspirated,RWD,automatic,562 hp @ 8100 rpm,406 ft-lbs. @ 6400 rpm,23 mpg
3207,V10,Naturally Aspirated,AWD,automatic,602 hp @ 8100 rpm,413 ft-lbs. @ 6700 rpm,18 mpg
3208,V10,Naturally Aspirated,RWD,automatic,562 hp @ 8100 rpm,406 ft-lbs. @ 6400 rpm,23 mpg
3209,V10,Naturally Aspirated,AWD,automatic,602 hp @ 8100 rpm,413 ft-lbs. @ 6700 rpm,18 mpg
3210,I5,Turbocharged,AWD,automatic,401 hp @ 6500 rpm,369 ft-lbs. @ 3500 rpm,29 mpg
3211,V6,Twin-Turbo,AWD,automatic,444 hp @ 0 rpm,442 ft-lbs. @ 0 rpm,26 mpg
3212,V6,Twin-Turbo,AWD,automatic,444 hp @ 0 rpm,442 ft-lbs. @ 0 rpm,25 mpg
3213,V8,Twin-Turbo,AWD,automatic,591 hp @ 0 rpm,590 ft-lbs. @ 0 rpm,21 mpg
3214,V8,Twin-Turbo,AWD,automatic,591 hp @ 0 rpm,590 ft-lbs. @ 0 rpm,21 mpg
3215,V8,Twin-Turbo,AWD,automatic,591 hp @ 0 rpm,590 ft-lbs. @ 0 rpm,20 mpg
3216,,Electric Motor,AWD,automatic,637 hp @ 0 rpm,612 ft-lbs. @ 0 rpm,82 mpg
3217,I4,Turbocharged,AWD,automatic,306 hp @ 5450 rpm,295 ft-lbs. @ 3000 rpm,32 mpg
3218,I4,Turbocharged,AWD,automatic,306 hp @ 5450 rpm,295 ft-lbs. @ 3000 rpm,32 mpg
3219,I4,Turbocharged,AWD,automatic,306 hp @ 5450 rpm,295 ft-lbs. @ 3000 rpm,32 mpg
3220,V6,Turbocharged,AWD,automatic,349 hp @ 5400 rpm,369 ft-lbs. @ 1370 rpm,30 mpg
3221,V6,Turbocharged,AWD,automatic,349 hp @ 5400 rpm,369 ft-lbs. @ 1370 rpm,30 mpg
3222,V6,Turbocharged,AWD,automatic,349 hp @ 5400 rpm,369 ft-lbs. @ 1370 rpm,30 mpg
3223,V6,Turbocharged,AWD,automatic,349 hp @ 5400 rpm,369 ft-lbs. @ 1370 rpm,30 mpg
3224,V6,Turbocharged,AWD,automatic,349 hp @ 5400 rpm,369 ft-lbs. @ 1370 rpm,28 mpg
3225,V6,Turbocharged,AWD,automatic,349 hp @ 5400 rpm,369 ft-lbs. @ 1370 rpm,30 mpg
3226,V6,Turbocharged,AWD,automatic,349 hp @ 5400 rpm,369 ft-lbs. @ 1370 rpm,28 mpg
3227,V6,Turbocharged,AWD,automatic,349 hp @ 5400 rpm,369 ft-lbs. @ 1370 rpm,30 mpg
3228,V6,Turbocharged,AWD,automatic,349 hp @ 5400 rpm,369 ft-lbs. @ 1370 rpm,30 mpg
3229,V6,Turbocharged,AWD,automatic,349 hp @ 5400 rpm,369 ft-lbs. @ 1370 rpm,28 mpg
3230,V6,Turbocharged,AWD,automatic,349 hp @ 5400 rpm,369 ft-lbs. @ 1370 rpm,30 mpg
3231,V6,Turbocharged,AWD,automatic,349 hp @ 5400 rpm,369 ft-lbs. @ 1370 rpm,30 mpg
3232,V6,Twincharged,AWD,automatic,444 hp @ 0 rpm,442 ft-lbs. @ 0 rpm,26 mpg
3233,V6,Twincharged,AWD,automatic,444 hp @ 0 rpm,442 ft-lbs. @ 0 rpm,26 mpg
3234,V6,Twincharged,AWD,automatic,444 hp @ 0 rpm,442 ft-lbs. @ 0 rpm,26 mpg
3235,V6,Twincharged,AWD,automatic,444 hp @ 0 rpm,442 ft-lbs. @ 0 rpm,26 mpg
3236,V6,Twincharged,AWD,automatic,444 hp @ 0 rpm,442 ft-lbs. @ 0 rpm,26 mpg
3237,V6,Twincharged,AWD,automatic,444 hp @ 0 rpm,442 ft-lbs. @ 0 rpm,26 mpg
3238,V8,Twin-Turbo,AWD,automatic,563 hp @ 0 rpm,590 ft-lbs. @ 0 rpm,23 mpg
3239,V6,Turbocharged,AWD,automatic,349 hp @ 0 rpm,369 ft-lbs. @ 0 rpm,24 mpg
3240,V6,Turbocharged,AWD,automatic,349 hp @ 0 rpm,369 ft-lbs. @ 0 rpm,24 mpg
3241,V6,Turbocharged,AWD,automatic,349 hp @ 0 rpm,369 ft-lbs. @ 0 rpm,24 mpg
3242,V6,Turbocharged,AWD,automatic,349 hp @ 0 rpm,369 ft-lbs. @ 0 rpm,24 mpg
3243,V6,Turbocharged,AWD,automatic,349 hp @ 0 rpm,369 ft-lbs. @ 0 rpm,24 mpg
3244,V6,Turbocharged,AWD,automatic,349 hp @ 0 rpm,369 ft-lbs. @ 0 rpm,24 mpg
3245,V8,Twin-Turbo,AWD,automatic,500 hp @ 0 rpm,568 ft-lbs. @ 0 rpm,20 mpg
3246,V8,Twin-Turbo,AWD,automatic,500 hp @ 0 rpm,568 ft-lbs. @ 0 rpm,20 mpg
3247,V8,Twin-Turbo,AWD,automatic,500 hp @ 0 rpm,568 ft-lbs. @ 0 rpm,20 mpg
3248,V8,Twin-Turbo,AWD,automatic,500 hp @ 0 rpm,568 ft-lbs. @ 0 rpm,20 mpg
3249,I4,Turbocharged,AWD,automatic,228 hp @ 0 rpm,258 ft-lbs. @ 0 rpm,30 mpg
3250,I4,Turbocharged,AWD,automatic,228 hp @ 0 rpm,258 ft-lbs. @ 0 rpm,30 mpg
3251,I4,Turbocharged,AWD,automatic,288 hp @ 0 rpm,280 ft-lbs. @ 0 rpm,31 mpg
3252,,Electric Motor,AWD,automatic,402 hp @ 0 rpm,490 ft-lbs. @ 0 rpm,77 mpg
3253,,Electric Motor,AWD,automatic,402 hp @ 0 rpm,490 ft-lbs. @ 0 rpm,77 mpg
3254,,Electric Motor,AWD,automatic,402 hp @ 0 rpm,490 ft-lbs. @ 0 rpm,77 mpg
3255,,Electric Motor,AWD,automatic,522 hp @ 0 rpm,472 ft-lbs. @ 0 rpm,83 mpg
3256,,Electric Motor,AWD,automatic,522 hp @ 0 rpm,472 ft-lbs. @ 0 rpm,83 mpg
3257,,Electric Motor,AWD,automatic,496 hp @ 0 rpm,717 ft-lbs. @ 0 rpm,75 mpg
3258,,Electric Motor,AWD,automatic,496 hp @ 0 rpm,717 ft-lbs. @ 0 rpm,75 mpg
3259,,Electric Motor,AWD,automatic,496 hp @ 0 rpm,717 ft-lbs. @ 0 rpm,77 mpg
3260,,Electric Motor,AWD,automatic,496 hp @ 0 rpm,717 ft-lbs. @ 0 rpm,77 mpg
3261,,Electric Motor,AWD,automatic,402 hp @ 0 rpm,490 ft-lbs. @ 0 rpm,80 mpg
3262,,Electric Motor,AWD,automatic,402 hp @ 0 rpm,490 ft-lbs. @ 0 rpm,80 mpg
3263,,Electric Motor,AWD,automatic,402 hp @ 0 rpm,490 ft-lbs. @ 0 rpm,80 mpg
3264,I4,Turbocharged,RWD,automatic,255 hp @ 5000 rpm,295 ft-lbs. @ 1550 rpm,35 mpg
3265,I4,Turbocharged,AWD,automatic,255 hp @ 5000 rpm,295 ft-lbs. @ 1550 rpm,34 mpg
3266,I6,Turbocharged,RWD,automatic,382 hp @ 5800 rpm,369 ft-lbs. @ 1800 rpm,32 mpg
3267,I6,Turbocharged,AWD,automatic,382 hp @ 5800 rpm,369 ft-lbs. @ 1800 rpm,32 mpg
3268,I4,Turbocharged,FWD,automatic,228 hp @ 5000 rpm,258 ft-lbs. @ 1450 rpm,34 mpg
3269,I4,Turbocharged,AWD,automatic,228 hp @ 5000 rpm,258 ft-lbs. @ 1450 rpm,33 mpg
3270,I4,Turbocharged,AWD,automatic,302 hp @ 5000 rpm,331 ft-lbs. @ 1750 rpm,33 mpg
3271,I4,Turbocharged,RWD,automatic,288 hp @ 3800 rpm,310 ft-lbs. @ 1450 rpm,32 mpg
3272,I4,Turbocharged,AWD,automatic,288 hp @ 3800 rpm,310 ft-lbs. @ 1450 rpm,32 mpg
3273,I4,Turbocharged,RWD,automatic,255 hp @ 5000 rpm,295 ft-lbs. @ 1550 rpm,34 mpg
3274,I4,Turbocharged,AWD,automatic,255 hp @ 5000 rpm,295 ft-lbs. @ 1550 rpm,33 mpg
3275,I6,Turbocharged,RWD,automatic,382 hp @ 5800 rpm,368 ft-lbs. @ 1800 rpm,31 mpg
3276,I6,Turbocharged,AWD,automatic,382 hp @ 5800 rpm,368 ft-lbs. @ 1800 rpm,32 mpg
3277,I4,Turbocharged,RWD,automatic,255 hp @ 5000 rpm,295 ft-lbs. @ 1550 rpm,34 mpg
3278,I4,Turbocharged,RWD,automatic,255 hp @ 5000 rpm,295 ft-lbs. @ 1550 rpm,34 mpg
3279,I4,Turbocharged,AWD,automatic,255 hp @ 5000 rpm,295 ft-lbs. @ 1550 rpm,33 mpg
3280,I4,Turbocharged,AWD,automatic,255 hp @ 5000 rpm,295 ft-lbs. @ 1550 rpm,33 mpg
3281,I6,Turbocharged,RWD,automatic,382 hp @ 5800 rpm,369 ft-lbs. @ 1800 rpm,31 mpg
3282,I6,Turbocharged,RWD,automatic,382 hp @ 5800 rpm,369 ft-lbs. @ 1800 rpm,32 mpg
3283,I6,Turbocharged,AWD,automatic,382 hp @ 5800 rpm,369 ft-lbs. @ 1800 rpm,31 mpg
3284,I6,Turbocharged,AWD,automatic,382 hp @ 5800 rpm,369 ft-lbs. @ 1800 rpm,31 mpg
3285,I4,Turbocharged,RWD,automatic,255 hp @ 5000 rpm,294 ft-lbs. @ 1550 rpm,34 mpg
3286,I4,Turbocharged,AWD,automatic,255 hp @ 5000 rpm,294 ft-lbs. @ 1550 rpm,33 mpg
3287,I6,Turbocharged,RWD,automatic,382 hp @ 5800 rpm,369 ft-lbs. @ 1800 rpm,32 mpg
3288,I6,Turbocharged,AWD,automatic,382 hp @ 5800 rpm,369 ft-lbs. @ 1800 rpm,31 mpg
3289,I4,Turbocharged,RWD,automatic,288 hp @ 0 rpm,310 ft-lbs. @ 0 rpm,29 mpg
3290,I4,Turbocharged,AWD,automatic,288 hp @ 0 rpm,310 ft-lbs. @ 0 rpm,28 mpg
3291,I4,Turbocharged,RWD,automatic,248 hp @ 5200 rpm,257 ft-lbs. @ 1450 rpm,33 mpg
3292,I4,Turbocharged,AWD,automatic,248 hp @ 5200 rpm,257 ft-lbs. @ 1450 rpm,32 mpg
3293,I6,Turbocharged,RWD,automatic,335 hp @ 5500 rpm,331 ft-lbs. @ 1500 rpm,32 mpg
3294,I6,Turbocharged,AWD,automatic,335 hp @ 5500 rpm,331 ft-lbs. @ 1500 rpm,29 mpg
3295,V8,Twin-Turbo,AWD,automatic,523 hp @ 5500 rpm,553 ft-lbs. @ 1800 rpm,25 mpg
3296,I6,Turbocharged,RWD,automatic,375 hp @ 5200 rpm,383 ft-lbs. @ 1850 rpm,31 mpg
3297,V8,Twin-Turbo,AWD,automatic,536 hp @ 5200 rpm,553 ft-lbs. @ 1800 rpm,26 mpg
3298,I6,Turbocharged,RWD,automatic,335 hp @ 5000 rpm,368 ft-lbs. @ 1600 rpm,29 mpg
3299,I6,Turbocharged,RWD,automatic,335 hp @ 5000 rpm,368 ft-lbs. @ 1600 rpm,29 mpg
3300,I6,Turbocharged,AWD,automatic,335 hp @ 5000 rpm,368 ft-lbs. @ 1600 rpm,29 mpg
3301,I6,Turbocharged,AWD,automatic,335 hp @ 5000 rpm,368 ft-lbs. @ 1600 rpm,29 mpg
3302,V8,Twin-Turbo,AWD,automatic,523 hp @ 5500 rpm,553 ft-lbs. @ 1800 rpm,24 mpg
3303,V8,Twin-Turbo,AWD,automatic,523 hp @ 5500 rpm,553 ft-lbs. @ 1800 rpm,24 mpg
3304,I6,Turbocharged,RWD,automatic,335 hp @ 5000 rpm,368 ft-lbs. @ 1600 rpm,29 mpg
3305,I6,Turbocharged,AWD,automatic,335 hp @ 5000 rpm,368 ft-lbs. @ 1600 rpm,29 mpg
3306,V8,Twin-Turbo,AWD,automatic,523 hp @ 5500 rpm,553 ft-lbs. @ 1800 rpm,24 mpg
3307,V8,Twin-Turbo,AWD,automatic,612 hp @ 5500 rpm,590 ft-lbs. @ 2000 rpm,24 mpg
3308,V8,Twin-Turbo,AWD,automatic,630 hp @ 5600 rpm,590 ft-lbs. @ 1800 rpm,20 mpg
3309,I6,Twin-Turbo,RWD,manual,453 hp @ 6250 rpm,406 ft-lbs. @ 2650 rpm,24 mpg
3310,I6,Twin-Turbo,RWD,manual,473 hp @ 6250 rpm,406 ft-lbs. @ 2650 rpm,23 mpg
3311,I6,Twin-Turbo,RWD,automatic,503 hp @ 6250 rpm,479 ft-lbs. @ 2750 rpm,23 mpg
3312,I6,Twin-Turbo,AWD,automatic,503 hp @ 6250 rpm,479 ft-lbs. @ 2750 rpm,22 mpg
3313,I6,Twin-Turbo,RWD,manual,473 hp @ 6250 rpm,406 ft-lbs. @ 2650 rpm,23 mpg
3314,I6,Twin-Turbo,RWD,automatic,503 hp @ 6250 rpm,479 ft-lbs. @ 2750 rpm,23 mpg
3315,I6,Twin-Turbo,AWD,automatic,503 hp @ 6250 rpm,479 ft-lbs. @ 2750 rpm,22 mpg
3316,I6,Twin-Turbo,AWD,automatic,503 hp @ 6250 rpm,479 ft-lbs. @ 2750 rpm,23 mpg
3317,I6,Twin-Turbo,RWD,automatic,543 hp @ 6250 rpm,479 ft-lbs. @ 2750 rpm,23 mpg
3318,V8,Twin-Turbo,AWD,automatic,600 hp @ 6000 rpm,553 ft-lbs. @ 1800 rpm,21 mpg
3319,V8,Twin-Turbo,AWD,automatic,617 hp @ 6000 rpm,553 ft-lbs. @ 1800 rpm,21 mpg
3320,V8,Twin-Turbo,AWD,automatic,617 hp @ 6000 rpm,553 ft-lbs. @ 1800 rpm,21 mpg
3321,V8,Twin-Turbo,AWD,automatic,617 hp @ 6000 rpm,553 ft-lbs. @ 1800 rpm,22 mpg
3322,I4,Turbocharged,AWD,automatic,241 hp @ 4500 rpm,295 ft-lbs. @ 1500 rpm,34 mpg
3323,I4,Turbocharged,FWD,automatic,228 hp @ 5000 rpm,258 ft-lbs. @ 1450 rpm,32 mpg
3324,I4,Turbocharged,AWD,automatic,228 hp @ 5000 rpm,258 ft-lbs. @ 1450 rpm,31 mpg
3325,I6,Turbocharged,AWD,automatic,382 hp @ 5800 rpm,369 ft-lbs. @ 1800 rpm,26 mpg
3326,I4,Turbocharged,RWD,automatic,248 hp @ 5200 rpm,258 ft-lbs. @ 1450 rpm,29 mpg
3327,I4,Turbocharged,AWD,automatic,248 hp @ 5200 rpm,258 ft-lbs. @ 1450 rpm,28 mpg
3328,I6,Twin-Turbo,AWD,automatic,473 hp @ 6250 rpm,457 ft-lbs. @ 2750 rpm,20 mpg
3329,I6,Turbocharged,AWD,automatic,382 hp @ 5800 rpm,369 ft-lbs. @ 1800 rpm,26 mpg
3330,I4,Turbocharged,AWD,automatic,248 hp @ 5200 rpm,258 ft-lbs. @ 1450 rpm,28 mpg
3331,I6,Twin-Turbo,AWD,automatic,473 hp @ 6250 rpm,457 ft-lbs. @ 2750 rpm,20 mpg
3332,V8,Twin-Turbo,AWD,automatic,523 hp @ 5500 rpm,553 ft-lbs. @ 1800 rpm,22 mpg
3333,I6,Turbocharged,RWD,automatic,335 hp @ 5500 rpm,331 ft-lbs. @ 1500 rpm,26 mpg
3334,I6,Turbocharged,AWD,automatic,335 hp @ 5500 rpm,331 ft-lbs. @ 1500 rpm,25 mpg
3335,I6,Turbocharged,AWD,automatic,389 hp @ 0 rpm,443 ft-lbs. @ 0 rpm,22 mpg
3336,V8,Twin-Turbo,AWD,automatic,600 hp @ 6000 rpm,553 ft-lbs. @ 1800 rpm,18 mpg
3337,V8,Twin-Turbo,AWD,automatic,523 hp @ 5500 rpm,553 ft-lbs. @ 1800 rpm,22 mpg
3338,I6,Turbocharged,AWD,automatic,335 hp @ 5500 rpm,331 ft-lbs. @ 1500 rpm,25 mpg
3339,V8,Twin-Turbo,AWD,automatic,600 hp @ 6000 rpm,553 ft-lbs. @ 1800 rpm,18 mpg
3340,V8,Twin-Turbo,AWD,automatic,523 hp @ 5500 rpm,553 ft-lbs. @ 1800 rpm,21 mpg
3341,I6,Turbocharged,AWD,automatic,375 hp @ 5500 rpm,398 ft-lbs. @ 0 rpm,25 mpg
3342,V8,Twin-Turbo,AWD,automatic,644 hp @ 5400 rpm,590 ft-lbs. @ 1600 rpm,17 mpg
3343,I6,Turbocharged,RWD,automatic,382 hp @ 5000 rpm,369 ft-lbs. @ 1600 rpm,31 mpg
3344,I4,Turbocharged,RWD,automatic,255 hp @ 5000 rpm,295 ft-lbs. @ 1500 rpm,33 mpg
3345,,Electric Motor,AWD,automatic,536 hp @ 0 rpm,586 ft-lbs. @ 0 rpm,98 mpg
3346,,Electric Motor,RWD,automatic,281 hp @ 0 rpm,295 ft-lbs. @ 0 rpm,111 mpg
3347,,Electric Motor,RWD,automatic,335 hp @ 0 rpm,317 ft-lbs. @ 0 rpm,108 mpg
3348,,Electric Motor,AWD,automatic,536 hp @ 0 rpm,549 ft-lbs. @ 0 rpm,85 mpg
3349,,Electric Motor,AWD,automatic,610 hp @ 0 rpm,811 ft-lbs. @ 0 rpm,80 mpg
3350,,Electric Motor,AWD,automatic,516 hp @ 0 rpm,564 ft-lbs. @ 0 rpm,87 mpg
3351,V6,Turbocharged,AWD,automatic,456 hp @ 0 rpm,516 ft-lbs. @ 0 rpm,24 mpg
3352,V8,Twin-Turbo,AWD,automatic,542 hp @ 6000 rpm,568 ft-lbs. @ 1960 rpm,21 mpg
3353,V6,Turbocharged,AWD,automatic,456 hp @ 0 rpm,516 ft-lbs. @ 0 rpm,24 mpg
3354,V6,Turbocharged,AWD,automatic,456 hp @ 0 rpm,516 ft-lbs. @ 0 rpm,24 mpg
3355,V6,Turbocharged,AWD,automatic,456 hp @ 0 rpm,516 ft-lbs. @ 0 rpm,24 mpg
3356,V8,Twin-Turbo,AWD,automatic,542 hp @ 6000 rpm,568 ft-lbs. @ 1960 rpm,21 mpg
3357,W12,Twin-Turbo,AWD,automatic,626 hp @ 5000 rpm,664 ft-lbs. @ 1750 rpm,19 mpg
3358,V8,Twin-Turbo,AWD,automatic,542 hp @ 6000 rpm,568 ft-lbs. @ 1960 rpm,21 mpg
3359,V8,Twin-Turbo,AWD,automatic,542 hp @ 6000 rpm,568 ft-lbs. @ 2000 rpm,21 mpg
3360,V8,Twin-Turbo,AWD,automatic,542 hp @ 6000 rpm,568 ft-lbs. @ 2000 rpm,21 mpg
3361,V8,Twin-Turbo,AWD,automatic,542 hp @ 6000 rpm,568 ft-lbs. @ 2000 rpm,23 mpg
3362,V8,Twin-Turbo,AWD,automatic,542 hp @ 6000 rpm,568 ft-lbs. @ 2000 rpm,23 mpg
3363,W12,Twin-Turbo,AWD,automatic,650 hp @ 5000 rpm,664 ft-lbs. @ 1500 rpm,20 mpg
3364,V8,Twin-Turbo,AWD,automatic,542 hp @ 6000 rpm,568 ft-lbs. @ 2000 rpm,23 mpg
3365,W12,Twin-Turbo,AWD,automatic,650 hp @ 5000 rpm,664 ft-lbs. @ 1500 rpm,20 mpg
3366,V8,Twin-Turbo,AWD,automatic,542 hp @ 6000 rpm,568 ft-lbs. @ 2000 rpm,23 mpg
3367,V8,Twin-Turbo,AWD,automatic,542 hp @ 6000 rpm,568 ft-lbs. @ 2000 rpm,22 mpg
3368,V8,Twin-Turbo,AWD,automatic,542 hp @ 6000 rpm,568 ft-lbs. @ 2000 rpm,22 mpg
